Feature,Importance Score
Co-Borrower Credit Score,0.13143242796907584
Back,0.10095626634165682
MinPer,0.09635373687819995
TraMedY,0.09411362647207433
Income,0.09037797183846058
Front,0.08643623311103865
UPB,0.08547123876478754
BoAge,0.08304324280931207
CurAreY,0.0814547019564447
FIPSCountyCode,0.07707675295806432
LTV,0.07328380090088511
