Feature,Importance Score
Income,0.14231549761861767
TraMedY,0.1338271557578759
BoAge,0.11180171314916997
UPB,0.11177735729316182
Amount,0.11027533129994446
LocMedY,0.10417130735230165
CurAreY,0.10205758695513825
MinPer,0.09189747675815949
Co-Borrower Credit Score_5,0.09187657381563073
